xflr5 v6.55

 Calculated polar for: MH 45  9.85%

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-0.5705, 0.11377, 0.11175, 0.0265,1.0000,0.0176,-2.1373, 0.0000, 0.0000, 0.0000, 0.2906
 -9.900,-0.5693, 0.11193, 0.10992, 0.0256,1.0000,0.0176,-2.1578, 0.0000, 0.0000, 0.0000, 0.2891
 -9.800,-0.5682, 0.11008, 0.10808, 0.0246,1.0000,0.0176,-2.1790, 0.0000, 0.0000, 0.0000, 0.2876
 -9.700,-0.5671, 0.10823, 0.10623, 0.0237,1.0000,0.0176,-2.2009, 0.0000, 0.0000, 0.0000, 0.2861
 -9.600,-0.5662, 0.10636, 0.10437, 0.0227,1.0000,0.0176,-2.2237, 0.0000, 0.0000, 0.0000, 0.2845
 -9.500,-0.5654, 0.10448, 0.10250, 0.0217,1.0000,0.0176,-2.2473, 0.0000, 0.0000, 0.0000, 0.2829
 -9.400,-0.5647, 0.10259, 0.10062, 0.0207,1.0000,0.0176,-2.2719, 0.0000, 0.0000, 0.0000, 0.2812
 -9.300,-0.5641, 0.10069, 0.09873, 0.0197,1.0000,0.0176,-2.2975, 0.0000, 0.0000, 0.0000, 0.2795
 -9.200,-0.5637, 0.09878, 0.09682, 0.0187,1.0000,0.0176,-2.3241, 0.0000, 0.0000, 0.0000, 0.2777
 -9.100,-0.5634, 0.09684, 0.09489, 0.0176,1.0000,0.0176,-2.3519, 0.0000, 0.0000, 0.0000, 0.2759
 -9.000,-0.5630, 0.09484, 0.09291, 0.0165,1.0000,0.0176,-2.3810, 0.0000, 0.0000, 0.0000, 0.2739
 -8.900,-0.5627, 0.09282, 0.09089, 0.0153,1.0000,0.0176,-2.4116, 0.0000, 0.0000, 0.0000, 0.2718
 -8.800,-0.5626, 0.09075, 0.08884, 0.0140,1.0000,0.0176,-2.4438, 0.0000, 0.0000, 0.0000, 0.2697
 -8.700,-0.5627, 0.08865, 0.08675, 0.0127,1.0000,0.0176,-2.4779, 0.0000, 0.0000, 0.0000, 0.2674
 -8.600,-0.5629, 0.08651, 0.08461, 0.0113,1.0000,0.0176,-2.5141, 0.0000, 0.0000, 0.0000, 0.2650
 -8.500,-0.5634, 0.08430, 0.08242, 0.0098,1.0000,0.0176,-2.5531, 0.0000, 0.0000, 0.0000, 0.2624
 -8.400,-0.5640, 0.08201, 0.08014, 0.0082,1.0000,0.0176,-2.5954, 0.0000, 0.0000, 0.0000, 0.2595
 -8.300,-0.5647, 0.07957, 0.07772, 0.0063,1.0000,0.0176,-2.6426, 0.0000, 0.0000, 0.0000, 0.2563
 -8.200,-0.5658, 0.07693, 0.07509, 0.0042,1.0000,0.0176,-2.6972, 0.0000, 0.0000, 0.0000, 0.2524
 -8.100,-0.5672, 0.07386, 0.07203, 0.0013,1.0000,0.0176,-2.7668, 0.0000, 0.0000, 0.0000, 0.2474
 -8.000,-0.5699, 0.06929, 0.06746,-0.0043,1.0000,0.0176,-2.8867, 0.0000, 0.0000, 0.0000, 0.2376
 -7.900,-0.5745, 0.06645, 0.06457,-0.0078,1.0000,0.0176,-2.9564, 0.0000, 0.0000, 0.0000, 0.2317
 -7.800,-0.5772, 0.06412, 0.06220,-0.0097,1.0000,0.0176,-3.0069, 0.0000, 0.0000, 0.0000, 0.2285
 -7.700,-0.5784, 0.06181, 0.05983,-0.0116,1.0000,0.0176,-3.0519, 0.0000, 0.0000, 0.0000, 0.2254
 -7.600,-0.5788, 0.05957, 0.05753,-0.0132,1.0000,0.0176,-3.0916, 0.0000, 0.0000, 0.0000, 0.2226
 -7.500,-0.5769, 0.05724, 0.05511,-0.0151,0.9562,0.0176,-3.1288, 0.0000, 0.0000, 0.0000, 0.2193
 -7.400,-0.5784, 0.05559, 0.05335,-0.0152,0.9329,0.0176,-3.1566, 0.0000, 0.0000, 0.0000, 0.2192
 -7.300,-0.5804, 0.05410, 0.05176,-0.0148,0.9179,0.0176,-3.1807, 0.0000, 0.0000, 0.0000, 0.2199
 -7.200,-0.5803, 0.05238, 0.04994,-0.0150,0.9089,0.0176,-3.2041, 0.0000, 0.0000, 0.0000, 0.2197
 -7.100,-0.5797, 0.05070, 0.04815,-0.0150,0.9005,0.0176,-3.2255, 0.0000, 0.0000, 0.0000, 0.2198
 -7.000,-0.5787, 0.04904, 0.04637,-0.0148,0.8930,0.0176,-3.2455, 0.0000, 0.0000, 0.0000, 0.2200
